sense_uid	seq	trad	simp	pinyin	target_entry_id	resolved	ex_trad	ex_simp	ex_realized	ex_spans	ex_shows	ex_shows_simp
依|依|yi1~2	1	依賴	依赖	yi1 lai4	依賴|依赖|yi1 lai4	1	孩子不能太依賴父母。	孩子不能太依赖父母。	依賴	[[5, 7]]		
便|便|bian4~1	0	方便	方便	fang1 bian4	方便|方便|fang1 bian4	1	這裡買東西很方便。	这里买东西很方便。	方便	[[6, 8]]		
便|便|bian4~1	1	便利	便利	bian4 li4	便利|便利|bian4 li4	1	便利的交通讓生活變得輕鬆。	便利的交通让生活变得轻松。	便利	[[0, 2]]		
便|便|bian4~1	2	便於	便于	bian4 yu2	便於|便于|bian4 yu2	1	新的座位安排便於大家討論。	新的座位安排便于大家讨论。	便於	[[6, 8]]		
便|便|bian4~3	0	大便	大便	da4 bian4	大便|大便|da4 bian4	1	醫生問他大便正不正常。	医生问他大便正不正常。	大便	[[4, 6]]		
便|便|bian4~3	1	小便	小便	xiao3 bian4	小便|小便|xiao3 bian4	1	小便的顏色和身體有關。	小便的颜色和身体有关。	小便	[[0, 2]]		
便|便|bian4~3	2	便秘	便秘	bian4 mi4	便秘|便秘|bian4 mi4	1	他這幾天有點便秘，很難受。	他这几天有点便秘，很难受。	便秘	[[6, 8]]		
便|便|bian4~4	0	便服	便服	bian4 fu2	便服|便服|bian4 fu2	1	今天不用穿制服，穿便服就好。	今天不用穿制服，穿便服就好。	便服	[[9, 11]]		
便|便|bian4~4	1	便飯	便饭	bian4 fan4	便飯|便饭|bian4 fan4	1	晚上到我家吃頓便飯吧。	晚上到我家吃顿便饭吧。	便飯	[[7, 9]]		
便|便|bian4~4	2	便條	便条	bian4 tiao2	便條|便条|bian4 tiao2	1	他在門上留了一張便條。	他在门上留了一张便条。	便條	[[8, 10]]		
便|便|bian4~5	0	即便	即便	ji2 bian4	即便|即便|ji2 bian4	1	即便下大雨，比賽也要進行。	即便下大雨，比赛也要进行。	即便	[[0, 2]]		
係|系|xi4~1	0	關係	关系	guan1 xi5	關係|关系|guan1 xi5	1	他們兩個的關係很好。	他们两个的关系很好。	關係	[[5, 7]]		
係|系|xi4~1	1	干係	干系	gan1 xi4	干係|干系|gan1 xi4	1	這件事跟他脫不了干係。	这件事跟他脱不了干系。	干係	[[8, 10]]		
信|信|xin4~4	0	信用	信用	xin4 yong4	信用|信用|xin4 yong4	1	他做生意很講信用。	他做生意很讲信用。	信用	[[6, 8]]		
信|信|xin4~4	1	誠信	诚信	cheng2 xin4	誠信|诚信|cheng2 xin4	1	做人要誠信，不能騙人。	做人要诚信，不能骗人。	誠信	[[3, 5]]		
信|信|xin4~4	2	守信	守信	shou3 xin4	守信|守信|shou3 xin4	1	守信的人到處都受歡迎。	守信的人到处都受欢迎。	守信	[[0, 2]]		
信|信|xin4~5	0	信口	信口	xin4 kou3	信口|信口|xin4 kou3	1	他常常信口答應別人。	他常常信口答应别人。	信口	[[3, 5]]		
信|信|xin4~5	1	信手	信手	xin4 shou3	信手|信手|xin4 shou3	1	她信手畫了一隻小貓。	她信手画了一只小猫。	信手	[[1, 3]]		
信|信|xin4~5	2	信步	信步	xin4 bu4	信步|信步|xin4 bu4	1	我信步走進了公園。	我信步走进了公园。	信步	[[1, 3]]		
修|修|xiu1~5	0	修養	修养	xiu1 yang3	修養|修养|xiu1 yang3	1	他是個很有修養的人。	他是个很有修养的人。	修養	[[5, 7]]		
修|修|xiu1~5	1	修行	修行	xiu1 xing2	修行|修行|xiu1 xing2	1	那位老人在山上修行多年。	那位老人在山上修行多年。	修行	[[7, 9]]		
修|修|xiu1~5	2	修身	修身	xiu1 shen1	修身|修身|xiu1 shen1	1	讀書不只為了考試，也為了修身。	读书不只为了考试，也为了修身。	修身	[[12, 14]]		
倍|倍|bei4~2	0	加倍	加倍	jia1 bei4	加倍|加倍|jia1 bei4	1	這個月的收入加倍了。	这个月的收入加倍了。	加倍	[[6, 8]]		
倍|倍|bei4~2	1	倍增	倍增	bei4 zeng1	倍增|倍增|bei4 zeng1	1	這幾年來這裡的遊客倍增。	这几年来这里的游客倍增。	倍增	[[9, 11]]		
倒|倒|dao3~4	0	倒賣	倒卖	dao3 mai4	倒賣|倒卖|dao3 mai4	1	他因為倒賣門票被抓了。	他因为倒卖门票被抓了。	倒賣	[[3, 5]]		
倒|倒|dao3~4	1	倒手	倒手	dao3 shou3	倒手|倒手|dao3 shou3	1	這些東西倒手就能賺錢。	这些东西倒手就能赚钱。	倒手	[[4, 6]]		
倫|伦|lun2~1	0	倫理	伦理	lun2 li3	倫理|伦理|lun2 li3	1	醫學上的倫理問題越來越多。	医学上的伦理问题越来越多。	倫理	[[4, 6]]		
倫|伦|lun2~1	1	人倫	人伦	ren2 lun2	人倫|人伦|ren2 lun2	1	這種行為完全不合人倫。	这种行为完全不合人伦。	人倫	[[8, 10]]		
倫|伦|lun2~1	2	天倫	天伦	tian1 lun2	天倫|天伦|tian1 lun2	1	過年時全家享受天倫之樂。	过年时全家享受天伦之乐。	天倫	[[7, 9]]		
倫|伦|lun2~2	0	語無倫次	语无伦次	yu3 wu2 lun2 ci4	語無倫次|语无伦次|yu3 wu2 lun2 ci4	1	他緊張得說話語無倫次。	他紧张得说话语无伦次。	語無倫次	[[6, 10]]		
倫|伦|lun2~3	0	無與倫比	无与伦比	wu2 yu3 lun2 bi3	無與倫比|无与伦比|wu2 yu3 lun2 bi3	1	他的畫在當時無與倫比。	他的画在当时无与伦比。	無與倫比	[[6, 10]]		
值|值|zhi2~3	0	值班	值班	zhi2 ban1	值班|值班|zhi2 ban1	1	今天晚上輪到他值班。	今天晚上轮到他值班。	值班	[[7, 9]]		
值|值|zhi2~3	1	值日	值日	zhi2 ri4	值日|值日|zhi2 ri4	1	這個星期由我們組值日。	这个星期由我们组值日。	值日	[[8, 10]]		
值|值|zhi2~3	2	值勤	值勤	zhi2 qin2	值勤|值勤|zhi2 qin2	1	警察正在路口值勤。	警察正在路口值勤。	值勤	[[6, 8]]		
假|假|jia3~2	0	假如	假如	jia3 ru2	假如|假如|jia3 ru2	1	假如明天下雨，我們就不去了。	假如明天下雨，我们就不去了。	假如	[[0, 2]]	假設條件	假设条件
假|假|jia3~2	1	假設	假设	jia3 she4	假設|假设|jia3 she4	1	我們可以先假設這件事會發生。	我们可以先假设这件事会发生。	假設	[[5, 7]]	提出假定	提出假定
假|假|jia3~3	0	假借	假借	jia3 jie4	假借|假借|jia3 jie4	1	他假借別人的名義做壞事。	他假借别人的名义做坏事。	假借	[[1, 3]]		
假|假|jia3~3	1	假手	假手	jia3 shou3	假手|假手|jia3 shou3	1	這件事他不願假手他人。	这件事他不愿假手他人。	假手	[[6, 8]]		
傳|传|zhuan4~1	0	傳記	传记	zhuan4 ji4	傳記|传记|zhuan4 ji4	1	他正在讀一本名人傳記。	他正在读一本名人传记。	傳記	[[8, 10]]		
傳|传|zhuan4~1	1	自傳	自传	zi4 zhuan4	自傳|自传|zi4 zhuan4	1	這位作家出版了自傳。	这位作家出版了自传。	自傳	[[7, 9]]		
傳|传|zhuan4~2	0	經傳	经传	jing1 zhuan4	經傳|经传|jing1 zhuan4	1	他是個名不見經傳的年輕作家。	他是个名不见经传的年轻作家。	經傳	[[6, 8]]		
像|像|xiang4~4	0	畫像	画像	hua4 xiang4	畫像|画像|hua4 xiang4	1	牆上掛著一幅畫像。	墙上挂着一幅画像。	畫像	[[6, 8]]		
像|像|xiang4~4	1	雕像	雕像	diao1 xiang4	雕像|雕像|diao1 xiang4	1	公園中間有一座雕像。	公园中间有一座雕像。	雕像	[[7, 9]]		
像|像|xiang4~4	2	頭像	头像	tou2 xiang4	頭像|头像|tou2 xiang4	1	他換了一張新的頭像。	他换了一张新的头像。	頭像	[[7, 9]]		
元|元|yuan2~2	0	元年	元年	yuan2 nian2	元年|元年|yuan2 nian2	1	學校成立的元年只有二十名學生。	学校成立的元年只有二十名学生。	元年	[[5, 7]]		
元|元|yuan2~2	1	元老	元老	yuan2 lao3	元老|元老|yuan2 lao3	1	他是公司裡的元老，大家都聽他的。	他是公司里的元老，大家都听他的。	元老	[[6, 8]]		
元|元|yuan2~2	2	元首	元首	yuan2 shou3	元首|元首|yuan2 shou3	1	各國元首明天將在這裡見面。	各国元首明天将在这里见面。	元首	[[2, 4]]		
元|元|yuan2~3	0	元素	元素	yuan2 su4	元素|元素|yuan2 su4	1	水由兩種元素構成。	水由两种元素构成。	元素	[[4, 6]]		
元|元|yuan2~3	1	單元	单元	dan1 yuan2	單元|单元|dan1 yuan2	1	這本書的第一單元很簡單。	这本书的第一单元很简单。	單元	[[6, 8]]		
元|元|yuan2~3	2	元件	元件	yuan2 jian4	元件|元件|yuan2 jian4	1	電腦裡有很多小元件。	电脑里有很多小元件。	元件	[[7, 9]]		
元|元|yuan2~4	0	公元	公元	gong1 yuan2	公元|公元|gong1 yuan2	1	那場戰爭發生在公元前一百年。	那场战争发生在公元前一百年。	公元	[[7, 9]]		
元|元|yuan2~4	1	紀元	纪元	ji4 yuan2	紀元|纪元|ji4 yuan2	1	這項發明開創了人類的新紀元。	这项发明开创了人类的新纪元。	紀元	[[11, 13]]		
元|元|yuan2~5	0	元宇宙	元宇宙	yuan2 yu3 zhou4	元宇宙|元宇宙|yuan2 yu3 zhou4	1	他花很多時間在元宇宙裡玩遊戲。	他花很多时间在元宇宙里玩游戏。	元宇宙	[[7, 10]]	加在名詞前	加在名词前
先|先|xian1~4	0	先父	先父	xian1 fu4	先父|先父|xian1 fu4	1	這是先父留下來的房子。	这是先父留下来的房子。	先父	[[2, 4]]	加在稱呼前	加在称呼前
先|先|xian1~4	1	先母	先母	xian1 mu3	先母|先母|xian1 mu3	1	他寫文章紀念先母。	他写文章纪念先母。	先母	[[6, 8]]	加在稱呼前	加在称呼前
光|光|guang1~2	0	光明	光明	guang1 ming2	光明|光明|guang1 ming2	1	走出山洞，眼前一片光明。	走出山洞，眼前一片光明。	光明	[[9, 11]]		
光|光|guang1~2	1	光亮	光亮	guang1 liang4	光亮|光亮|guang1 liang4	1	這種紙的表面很光亮。	这种纸的表面很光亮。	光亮	[[7, 9]]		
克|克|ke4~2	0	克服	克服	ke4 fu2	克服|克服|ke4 fu2	1	只要努力，就能克服困難。	只要努力，就能克服困难。	克服	[[7, 9]]		
克|克|ke4~2	1	克制	克制	ke4 zhi4	克制|克制|ke4 zhi4	1	他很難克制自己的脾氣。	他很难克制自己的脾气。	克制	[[3, 5]]		
克|克|ke4~3	0	克勤克儉	克勤克俭	ke4 qin2 ke4 jian3	克勤克儉|克勤克俭|ke4 qin2 ke4 jian3	1	他們一家人克勤克儉，日子過得不錯。	他们一家人克勤克俭，日子过得不错。	克勤克儉	[[5, 9]]		
兒|儿|er2~1	0	兒子	儿子	er2 zi5	兒子|儿子|er2 zi5	1	他兒子今年上小學了。	他儿子今年上小学了。	兒子	[[1, 3]]		
兒|儿|er2~1	1	兒女	儿女	er2 nu:3	兒女|儿女|er2 nu:3	1	父母總是為兒女擔心。	父母总是为儿女担心。	兒女	[[5, 7]]		
兒|儿|er2~1	2	兒孫	儿孙	er2 sun1	兒孫|儿孙|er2 sun1	1	老人家喜歡跟兒孫住在一起。	老人家喜欢跟儿孙住在一起。	兒孫	[[6, 8]]		
兒|儿|er2~2	0	兒童	儿童	er2 tong2	兒童|儿童|er2 tong2	1	這本書很適合兒童看。	这本书很适合儿童看。	兒童	[[6, 8]]		
兒|儿|er2~2	1	嬰兒	婴儿	ying1 er2	嬰兒|婴儿|ying1 er2	1	剛出生的嬰兒每天睡很久。	刚出生的婴儿每天睡很久。	嬰兒	[[4, 6]]		
兒|儿|er2~2	2	幼兒	幼儿	you4 er2	幼兒|幼儿|you4 er2	1	幼兒需要大人照顧。	幼儿需要大人照顾。	幼兒	[[0, 2]]		
入|入|ru4~1	0	進入	进入	jin4 ru4	進入|进入|jin4 ru4	1	他們從後門進入大樓。	他们从后门进入大楼。	進入	[[5, 7]]		
入|入|ru4~1	1	入口	入口	ru4 kou3	入口|入口|ru4 kou3	1	車站的入口在馬路對面。	车站的入口在马路对面。	入口	[[3, 5]]		
入|入|ru4~1	2	入場	入场	ru4 chang3	入場|入场|ru4 chang3	1	觀眾正在排隊入場。	观众正在排队入场。	入場	[[6, 8]]		
入|入|ru4~2	0	加入	加入	jia1 ru4	加入|加入|jia1 ru4	1	他去年加入了學校的球隊。	他去年加入了学校的球队。	加入	[[3, 5]]		
入|入|ru4~2	1	入學	入学	ru4 xue2	入學|入学|ru4 xue2	1	弟弟明年就要入學了。	弟弟明年就要入学了。	入學	[[6, 8]]		
入|入|ru4~3	0	入時	入时	ru4 shi2	入時|入时|ru4 shi2	1	她今天穿得很入時。	她今天穿得很入时。	入時	[[6, 8]]		
公|公|gong1~1	0	公園	公园	gong1 yuan2	公園|公园|gong1 yuan2	1	週末我們去公園走走。	周末我们去公园走走。	公園	[[5, 7]]		
公|公|gong1~1	1	公共	公共	gong1 gong4	公共|公共|gong1 gong4	1	這裡是公共的地方，不要大聲說話。	这里是公共的地方，不要大声说话。	公共	[[3, 5]]		
公|公|gong1~1	2	公路	公路	gong1 lu4	公路|公路|gong1 lu4	1	這條公路通到山上。	这条公路通到山上。	公路	[[2, 4]]		
公|公|gong1~2	0	公平	公平	gong1 ping2	公平|公平|gong1 ping2	1	比賽的規則對雙方都很公平。	比赛的规则对双方都很公平。	公平	[[10, 12]]		
公|公|gong1~2	1	公正	公正	gong1 zheng4	公正|公正|gong1 zheng4	1	法官必須公正地處理案件。	法官必须公正地处理案件。	公正	[[4, 6]]		
公|公|gong1~2	2	公道	公道	gong1 dao4	公道|公道|gong1 dao4	1	他做生意價錢很公道。	他做生意价钱很公道。	公道	[[7, 9]]		
公|公|gong1~3	0	公開	公开	gong1 kai1	公開|公开|gong1 kai1	1	這個消息還沒有公開。	这个消息还没有公开。	公開	[[7, 9]]		
公|公|gong1~3	1	公佈	公布	gong1 bu4	公佈|公布|gong1 bu4	1	學校明天公佈考試結果。	学校明天公布考试结果。	公佈	[[4, 6]]		
公|公|gong1~3	2	公告	公告	gong1 gao4	公告|公告|gong1 gao4	1	門口貼著一張公告。	门口贴着一张公告。	公告	[[6, 8]]		
公|公|gong1~4	0	公里	公里	gong1 li3	公里|公里|gong1 li3	1	從這裡到學校有五公里。	从这里到学校有五公里。	公里	[[8, 10]]		
公|公|gong1~4	1	公斤	公斤	gong1 jin1	公斤|公斤|gong1 jin1	1	這袋米重二十公斤。	这袋米重二十公斤。	公斤	[[6, 8]]		
公|公|gong1~4	2	公海	公海	gong1 hai3	公海|公海|gong1 hai3	1	那艘船已經開到公海上了。	那艘船已经开到公海上了。	公海	[[7, 9]]		
公|公|gong1~6	0	公公	公公	gong1 gong5	公公|公公|gong1 gong5	1	我公公今年七十歲了。	我公公今年七十岁了。	公公	[[1, 3]]		
公|公|gong1~6	1	公婆	公婆	gong1 po2	公婆|公婆|gong1 po2	1	她跟公婆住在一起。	她跟公婆住在一起。	公婆	[[2, 4]]		
公|公|gong1~7	0	公爵	公爵	gong1 jue2	公爵|公爵|gong1 jue2	1	國王封他為公爵。	国王封他为公爵。	公爵	[[5, 7]]		
公|公|gong1~7	1	王公	王公	wang2 gong1	王公|王公|wang2 gong1	1	那時的王公都很有錢。	那时的王公都很有钱。	王公	[[3, 5]]		
共|共|gong4~1	0	共同	共同	gong4 tong2	共同|共同|gong4 tong2	1	這件事需要大家共同努力。	这件事需要大家共同努力。	共同	[[7, 9]]		
共|共|gong4~1	1	共享	共享	gong4 xiang3	共享|共享|gong4 xiang3	1	圖書館的資料可以共享。	图书馆的资料可以共享。	共享	[[8, 10]]		
共|共|gong4~1	2	共事	共事	gong4 shi4	共事|共事|gong4 shi4	1	我和他共事了三年。	我和他共事了三年。	共事	[[3, 5]]		
共|共|gong4~3	0	中共	中共	Zhong1 Gong4	中共|中共|Zhong1 Gong4	1	他寫了一本關於中共的書。	他写了一本关于中共的书。	中共	[[7, 9]]		
共|共|gong4~3	1	反共	反共	fan3 gong4	反共|反共|fan3 gong4	1	這部電影的內容十分反共。	这部电影的内容十分反共。	反共	[[9, 11]]		
兵|兵|bing1~2	0	兵器	兵器	bing1 qi4	兵器|兵器|bing1 qi4	1	博物館裡有很多古代的兵器。	博物馆里有很多古代的兵器。	兵器	[[10, 12]]		
兵|兵|bing1~2	1	兵工廠	兵工厂	bing1 gong1 chang3	兵工廠|兵工厂|bing1 gong1 chang3	1	這裡以前是一座兵工廠。	这里以前是一座兵工厂。	兵工廠	[[7, 10]]		
兵|兵|bing1~3	0	兵法	兵法	bing1 fa3	兵法|兵法|bing1 fa3	1	這位將軍很懂兵法。	这位将军很懂兵法。	兵法	[[6, 8]]		
兵|兵|bing1~3	1	紙上談兵	纸上谈兵	zhi3 shang4 tan2 bing1	紙上談兵|纸上谈兵|zhi3 shang4 tan2 bing1	1	光是紙上談兵解決不了問題。	光是纸上谈兵解决不了问题。	紙上談兵	[[2, 6]]		
其|其|qi2~2	0	其中	其中	qi2 zhong1	其中|其中|qi2 zhong1	1	這幾個辦法，其中一個最好。	这几个办法，其中一个最好。	其中	[[6, 8]]		
其|其|qi2~2	1	其他	其他	qi2 ta1	其他|其他|qi2 ta1	1	除了他，其他人都到了。	除了他，其他人都到了。	其他	[[4, 6]]		
其|其|qi2~2	2	其次	其次	qi2 ci4	其次|其次|qi2 ci4	1	安全第一，速度其次。	安全第一，速度其次。	其次	[[7, 9]]		
具|具|ju4~1	0	工具	工具	gong1 ju4	工具|工具|gong1 ju4	1	修車的工具都放在後面。	修车的工具都放在后面。	工具	[[3, 5]]		
具|具|ju4~1	1	文具	文具	wen2 ju4	文具|文具|wen2 ju4	1	開學前我去買了一些文具。	开学前我去买了一些文具。	文具	[[9, 11]]		
具|具|ju4~1	2	餐具	餐具	can1 ju4	餐具|餐具|can1 ju4	1	吃完飯要把餐具洗好。	吃完饭要把餐具洗好。	餐具	[[5, 7]]		
具|具|ju4~2	0	具有	具有	ju4 you3	具有|具有|ju4 you3	1	這件事具有重要的意義。	这件事具有重要的意义。	具有	[[3, 5]]		
具|具|ju4~2	1	具備	具备	ju4 bei4	具備|具备|ju4 bei4	1	他已經具備了當老師的條件。	他已经具备了当老师的条件。	具備	[[3, 5]]		
几|几|ji1~1	0	茶几	茶几	cha2 ji1	茶几|茶几|cha2 ji1	1	他把杯子放在茶几上。	他把杯子放在茶几上。	茶几	[[6, 8]]		
几|几|ji1~1	1	窗明几淨	窗明几净	chuang1 ming2 ji1 jing4	窗明几淨|窗明几净|chuang1 ming2 ji1 jing4	1	走進屋子，只見窗明几淨。	走进屋子，只见窗明几净。	窗明几淨	[[7, 11]]		
凱|凯|kai3~1	0	凱歌	凯歌	kai3 ge1	凱歌|凯歌|kai3 ge1	1	士兵們唱著凱歌走進城裡。	士兵们唱着凯歌走进城里。	凱歌	[[5, 7]]		
凱|凯|kai3~1	1	凱旋	凯旋	kai3 xuan2	凱旋|凯旋|kai3 xuan2	1	球隊今天凱旋歸來。	球队今天凯旋归来。	凱旋	[[4, 6]]		
分|分|fen1~9	0	分公司	分公司	fen1 gong1 si1	分公司|分公司|fen1 gong1 si1	1	這家分公司去年才成立。	这家分公司去年才成立。	分公司	[[2, 5]]		
分|分|fen1~9	1	分店	分店	fen1 dian4	分店|分店|fen1 dian4	1	這個牌子在市中心開了分店。	这个牌子在市中心开了分店。	分店	[[10, 12]]		
分|分|fen1~9	2	分局	分局	fen1 ju2	分局|分局|fen1 ju2	1	這件案子由當地的分局負責。	这件案子由当地的分局负责。	分局	[[8, 10]]		
分|分|fen4~1	0	成分	成分	cheng2 fen4	成分|成分|cheng2 fen4	1	請先看清楚食物的成分。	请先看清楚食物的成分。	成分	[[8, 10]]		
分|分|fen4~1	1	水分	水分	shui3 fen4	水分|水分|shui3 fen4	1	天氣乾，皮膚容易失去水分。	天气干，皮肤容易失去水分。	水分	[[10, 12]]		
分|分|fen4~1	2	養分	养分	yang3 fen4	養分|养分|yang3 fen4	1	花要有足夠的養分才長得好。	花要有足够的养分才长得好。	養分	[[6, 8]]		
分|分|fen4~2	0	本分	本分	ben3 fen4	本分|本分|ben3 fen4	1	做好自己的本分最重要。	做好自己的本分最重要。	本分	[[5, 7]]		
分|分|fen4~2	1	分內	分内	fen4 nei4	分內|分内|fen4 nei4	1	這是我分內的工作。	这是我分内的工作。	分內	[[3, 5]]		
分|分|fen4~2	2	安分	安分	an1 fen4	安分|安分|an1 fen4	1	他一向安分，不會做那種事。	他一向安分，不会做那种事。	安分	[[3, 5]]		
切|切|qie1~2	0	切線	切线	qie1 xian4	切線|切线|qie1 xian4	1	老師在黑板上畫了一條切線。	老师在黑板上画了一条切线。	切線	[[10, 12]]		
切|切|qie1~2	1	相切	相切	xiang1 qie1	相切|相切|xiang1 qie1	1	這兩個圓正好相切。	这两个圆正好相切。	相切	[[6, 8]]		
切|切|qie4~1	0	密切	密切	mi4 qie4	密切|密切|mi4 qie4	1	兩國的關係一直很密切。	两国的关系一直很密切。	密切	[[8, 10]]		
切|切|qie4~1	1	親切	亲切	qin1 qie4	親切|亲切|qin1 qie4	1	她說話的樣子讓人感到親切。	她说话的样子让人感到亲切。	親切	[[10, 12]]		
切|切|qie4~1	2	切身	切身	qie4 shen1	切身|切身|qie4 shen1	1	這是跟我們切身相關的事。	这是跟我们切身相关的事。	切身	[[5, 7]]		
切|切|qie4~2	0	迫切	迫切	po4 qie4	迫切|迫切|po4 qie4	1	他迫切需要一份工作。	他迫切需要一份工作。	迫切	[[1, 3]]		
